time,mid_price,spread
0,0.999,0.020000000000000018
1,1.004,0.018999999999999906
2,1.0010000000000001,0.014999999999999902
3,1.008,0.014999999999999902
4,1.0010000000000001,0.010999999999999899
5,1.016,0.01200000000000001
6,1.023,0.0040000000000000036
7,1.0239999999999998,-0.0029999999999998916
8,1.019,-0.0029999999999996696
9,1.008,-0.0029999999999996696
10,1.013,-0.0029999999999996696
11,1.012,-0.0029999999999996696
12,1.013,-0.0019999999999997797
13,1.012,-0.0019999999999997797
14,1.0110000000000001,-0.0019999999999997797
15,1.012,0.002000000000000224
16,1.023,0.0050000000000001155
17,1.0239999999999998,0.001000000000000112
18,1.019,2.220446049250313e-16
19,1.0199999999999998,2.220446049250313e-16
20,1.0119999999999998,0.004000000000000226
21,1.007,0.004000000000000226
22,1.0119999999999998,0.0040000000000000036
23,1.0179999999999998,0.0040000000000000036
24,1.0229999999999997,0.0040000000000000036
25,1.0299999999999996,0.004000000000000226
26,1.0349999999999995,-0.0019999999999995577
27,1.0479999999999994,-0.006999999999999451
28,1.0439999999999994,-0.01999999999999935
29,1.0289999999999995,-0.01999999999999935
30,1.0259999999999996,-0.01999999999999935
31,1.0289999999999995,-0.016999999999999238
32,1.0239999999999996,-0.012999999999999234
33,1.0219999999999996,-0.012999999999999234
34,1.0269999999999995,-0.012999999999999234
35,1.0119999999999996,-0.012999999999999234
36,1.0079999999999996,-0.0029999999999998916
37,1.0029999999999997,-0.006999999999999895
38,0.9959999999999997,-0.006999999999999895
39,0.9929999999999997,-0.014000000000000012
40,0.9919999999999997,-0.016999999999999904
41,0.9889999999999997,-0.018000000000000016
42,0.9949999999999997,-0.019999999999999796
43,0.9969999999999997,-0.019999999999999796
44,0.9959999999999997,-0.019999999999999796
45,0.9869999999999997,-0.019999999999999796
46,0.9759999999999996,-0.021999999999999797
47,0.9779999999999996,-0.03299999999999981
48,0.9619999999999996,-0.03299999999999981
49,0.9619999999999996,-0.04499999999999982
50,0.9619999999999996,-0.04499999999999982
51,0.9669999999999996,-0.04499999999999982
52,0.9619999999999996,-0.04499999999999982
53,0.9649999999999996,-0.04399999999999993
